sample_id,text_length,regret_factor,emotion_joy,emotion_anger,emotion_surprise,emotion_disgust,emotion_sadness,emotion_shame,emotion_fear,bentham_intensity,bentham_duration,bentham_certainty,bentham_propinquity,surd_selection,surd_uncertainty,surd_risk,surd_decision
202,500,0.65,0.1,0.05,0.25,0.1,0.3,0.1,0.1,0.4,0.5,0.3,0.8,0.6,0.7,0.4,0.5
203,500,0.3,0.05,0.15,0.1,0.05,0.3,0.2,0.15,0.4,0.7,0.8,0.3,0.6,0.4,0.5,0.6
204,500,0.15,0.05,0.0,0.1,0.05,0.1,0.3,0.4,0.8,0.3,0.7,0.9,0.6,0.3,0.4,0.5
205,500,0.3,0.1,0.05,0.15,0.05,0.2,0.2,0.25,0.4,0.8,0.7,0.9,0.8,0.4,0.6,0.7
206,500,0.6,0.05,0.1,0.15,0.05,0.35,0.1,0.2,0.7,0.8,0.6,0.9,0.8,0.5,0.7,0.9
207,500,0.65,0.05,0.08,0.15,0.07,0.35,0.12,0.18,0.4,0.3,0.7,0.8,0.9,0.6,0.4,0.5
208,500,0.4,0.1,0.15,0.05,0.0,0.2,0.3,0.2,0.3,0.4,0.7,0.9,0.6,0.4,0.3,0.5
209,500,0.4,0.2,0.15,0.25,0.1,0.15,0.05,0.1,0.3,0.5,0.2,0.7,0.6,0.8,0.7,0.8
210,500,0.4,0.15,0.05,0.2,0.1,0.2,0.15,0.15,0.6,0.8,0.7,0.9,0.8,0.5,0.4,0.7
211,500,0.3,0.05,0.15,0.25,0.05,0.2,0.15,0.15,0.6,0.8,0.7,0.4,0.8,0.4,0.8,0.7
212,500,0.3,0.05,0.08,0.15,0.07,0.35,0.15,0.15,0.7,0.6,0.4,0.9,0.4,0.7,0.6,0.8
213,500,0.3,0.1,0.15,0.2,0.05,0.15,0.2,0.15,0.6,0.7,0.8,0.9,0.8,0.4,0.5,0.7
214,500,0.15,0.4,0.05,0.05,0.15,0.1,0.15,0.1,0.3,0.4,0.7,0.5,0.6,0.3,0.2,0.4
215,500,0.4,0.2,0.15,0.25,0.1,0.15,0.05,0.1,0.6,0.3,0.2,0.8,0.7,0.8,0.6,0.5
216,500,0.2,0.4,0.2,0.15,0.05,0.1,0.05,0.05,0.6,0.7,0.5,0.8,0.7,0.4,0.3,0.6
217,500,0.6,0.05,0.1,0.25,0.05,0.2,0.15,0.2,0.7,0.8,0.4,0.9,0.8,0.7,0.6,0.9
218,500,0.4,0.1,0.15,0.2,0.05,0.25,0.1,0.15,0.6,0.8,0.7,0.9,0.7,0.6,0.5,0.8
219,500,0.3,0.05,0.1,0.15,0.25,0.2,0.15,0.1,0.6,0.4,0.3,0.9,0.4,0.7,0.5,0.6
220,500,0.2,0.1,0.15,0.25,0.1,0.2,0.1,0.1,0.4,0.3,0.8,0.9,0.6,0.4,0.3,0.4
221,500,0.4,0.1,0.15,0.25,0.05,0.2,0.15,0.1,0.3,0.8,0.4,0.6,0.2,0.7,0.4,0.5
222,500,0.65,0.1,0.05,0.15,0.05,0.3,0.2,0.15,0.4,0.3,0.8,0.9,0.7,0.3,0.5,0.6
223,181,0.1,0.05,0.0,0.0,0.0,0.15,0.35,0.45,0.4,0.2,0.8,0.9,0.3,0.2,0.1,0.2
224,500,0.4,0.2,0.1,0.15,0.05,0.25,0.15,0.1,0.6,0.7,0.8,0.9,0.8,0.5,0.3,0.7
225,500,0.65,0.05,0.15,0.2,0.05,0.3,0.15,0.1,0.4,0.8,0.6,0.7,0.7,0.6,0.5,0.8
226,500,0.6,0.05,0.1,0.15,0.05,0.25,0.2,0.2,0.4,0.3,0.7,0.9,0.6,0.4,0.3,0.5
227,500,0.3,0.05,0.15,0.25,0.05,0.3,0.1,0.1,0.6,0.8,0.7,0.9,0.3,0.6,0.5,0.7
228,500,0.3,0.15,0.1,0.05,0.05,0.45,0.1,0.1,0.6,0.8,0.7,0.4,0.4,0.3,0.2,0.5
229,500,0.4,0.1,0.15,0.05,0.05,0.35,0.2,0.1,0.6,0.8,0.7,0.9,0.8,0.4,0.5,0.7
230,500,0.4,0.05,0.1,0.15,0.1,0.3,0.15,0.15,0.6,0.7,0.5,0.8,0.7,0.6,0.4,0.6
231,500,0.2,0.1,0.05,0.15,0.1,0.15,0.25,0.2,0.6,0.3,0.8,0.9,0.7,0.3,0.4,0.5
232,279,0.3,0.05,0.1,0.15,0.1,0.25,0.2,0.15,0.6,0.7,0.4,0.8,0.2,0.7,0.4,0.6
233,500,0.3,0.15,0.1,0.2,0.05,0.2,0.15,0.15,0.6,0.7,0.8,0.9,0.8,0.4,0.5,0.7
234,500,0.2,0.05,0.1,0.0,0.0,0.15,0.3,0.4,0.6,0.3,0.8,0.7,0.8,0.2,0.3,0.5
235,333,0.4,0.05,0.15,0.2,0.05,0.25,0.1,0.2,0.3,0.5,0.6,0.8,0.7,0.4,0.3,0.5
236,500,0.3,0.05,0.1,0.25,0.0,0.35,0.1,0.15,0.7,0.8,0.6,0.9,0.4,0.8,0.7,0.9
237,500,0.7,0.05,0.15,0.2,0.05,0.25,0.1,0.2,0.6,0.4,0.8,0.9,0.6,0.4,0.5,0.8
238,500,0.2,0.05,0.1,0.2,0.25,0.15,0.15,0.1,0.6,0.7,0.8,0.9,0.3,0.7,0.5,0.6
239,500,0.75,0.05,0.1,0.25,0.1,0.2,0.1,0.2,0.7,0.8,0.9,1.0,0.6,0.8,0.9,0.8
240,500,0.85,0.05,0.02,0.35,0.08,0.25,0.15,0.1,0.75,0.6,0.45,0.9,0.65,0.8,0.7,0.75
241,500,0.4,0.05,0.15,0.1,0.05,0.3,0.2,0.15,0.4,0.7,0.6,0.8,0.7,0.5,0.6,0.8
242,500,0.4,0.3,0.1,0.15,0.05,0.2,0.1,0.1,0.6,0.3,0.7,0.9,0.6,0.7,0.5,0.8
243,500,0.65,0.15,0.1,0.2,0.05,0.3,0.1,0.1,0.6,0.7,0.4,0.8,0.3,0.7,0.5,0.8
244,500,0.3,0.05,0.15,0.25,0.05,0.2,0.2,0.1,0.6,0.8,0.7,0.9,0.8,0.6,0.4,0.7
245,500,0.6,0.05,0.1,0.15,0.0,0.35,0.15,0.2,0.4,0.7,0.6,0.8,0.7,0.5,0.4,0.6
246,500,0.4,0.05,0.05,0.15,0.1,0.3,0.2,0.15,0.6,0.3,0.8,0.9,0.7,0.4,0.6,0.8
247,500,0.75,0.05,0.15,0.2,0.05,0.3,0.15,0.1,0.7,0.8,0.4,0.9,0.6,0.8,0.85,0.9
248,500,0.4,0.1,0.05,0.15,0.1,0.2,0.25,0.15,0.6,0.3,0.8,0.9,0.7,0.4,0.3,0.5
249,500,0.15,0.05,0.05,0.1,0.05,0.2,0.3,0.25,0.6,0.8,0.7,0.9,0.4,0.3,0.5,0.6
250,500,0.85,0.35,0.15,0.08,0.05,0.15,0.07,0.15,0.7,0.8,0.9,0.95,0.8,0.3,0.4,0.85
251,500,0.4,0.3,0.15,0.1,0.2,0.05,0.1,0.1,0.6,0.3,0.7,0.9,0.8,0.5,0.6,0.4
252,500,0.3,0.05,0.1,0.15,0.0,0.4,0.2,0.1,0.6,0.8,0.7,0.9,0.4,0.7,0.5,0.8
253,500,0.3,0.05,0.05,0.15,0.1,0.2,0.25,0.2,0.8,0.4,0.6,0.9,0.4,0.7,0.8,0.7
254,500,0.3,0.05,0.1,0.0,0.0,0.15,0.4,0.3,0.6,0.3,0.8,0.9,0.7,0.3,0.4,0.6
255,500,0.6,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.7,0.8,0.9,0.8,0.8,0.4,0.7,0.9
256,500,0.2,0.05,0.1,0.15,0.1,0.3,0.2,0.1,0.6,0.7,0.8,0.9,0.4,0.7,0.6,0.5
257,500,0.7,0.05,0.1,0.2,0.05,0.3,0.15,0.15,0.6,0.4,0.5,0.9,0.8,0.7,0.6,0.8
258,500,0.4,0.05,0.15,0.25,0.05,0.2,0.1,0.2,0.6,0.7,0.4,0.8,0.8,0.6,0.7,0.8
259,500,0.3,0.1,0.05,0.15,0.1,0.2,0.2,0.2,0.7,0.6,0.4,0.8,0.7,0.5,0.4,0.6
260,500,0.2,0.05,0.1,0.25,0.15,0.15,0.2,0.1,0.7,0.6,0.8,0.9,0.4,0.6,0.8,0.7
261,500,0.65,0.05,0.15,0.25,0.05,0.3,0.1,0.1,0.7,0.8,0.6,0.9,0.3,0.8,0.6,0.7
262,500,0.7,0.15,0.2,0.25,0.05,0.2,0.1,0.05,0.6,0.8,0.5,0.9,0.8,0.7,0.6,0.9
263,500,0.4,0.3,0.15,0.2,0.05,0.15,0.1,0.05,0.7,0.8,0.6,0.9,0.8,0.4,0.3,0.6
264,500,0.75,0.1,0.05,0.2,0.05,0.3,0.2,0.1,0.7,0.8,0.6,0.4,0.4,0.7,0.8,0.6
265,500,0.3,0.05,0.1,0.05,0.0,0.45,0.15,0.2,0.4,0.7,0.6,0.8,0.8,0.3,0.2,0.4
266,500,0.3,0.05,0.15,0.2,0.05,0.35,0.1,0.1,0.7,0.6,0.8,0.9,0.3,0.7,0.5,0.6
267,500,0.4,0.05,0.1,0.1,0.15,0.3,0.2,0.1,0.6,0.7,0.8,0.9,0.7,0.5,0.4,0.6
268,500,0.6,0.05,0.02,0.15,0.08,0.35,0.15,0.2,0.65,0.4,0.8,0.3,0.7,0.4,0.5,0.6
269,500,0.7,0.0,0.05,0.2,0.1,0.15,0.2,0.3,0.8,0.6,0.4,0.9,0.3,0.7,0.6,0.8
270,500,0.3,0.15,0.25,0.2,0.05,0.2,0.1,0.05,0.6,0.8,0.4,0.7,0.7,0.6,0.5,0.8
271,500,0.75,0.05,0.08,0.15,0.07,0.35,0.12,0.18,0.85,0.9,0.95,0.8,0.2,0.6,0.4,0.7
272,427,0.7,0.05,0.1,0.15,0.0,0.2,0.1,0.4,0.4,0.6,0.8,0.9,0.7,0.3,0.4,0.5
273,500,0.0,0.1,0.05,0.15,0.2,0.1,0.25,0.15,0.6,0.4,0.8,0.9,0.3,0.4,0.5,0.4
274,500,0.2,0.05,0.1,0.15,0.05,0.25,0.25,0.15,0.6,0.4,0.7,0.8,0.7,0.4,0.5,0.6
275,500,0.3,0.05,0.02,0.25,0.03,0.2,0.25,0.2,0.7,0.8,0.6,0.9,0.8,0.4,0.7,0.9
276,500,0.3,0.15,0.2,0.1,0.05,0.2,0.2,0.1,0.4,0.6,0.7,0.8,0.7,0.5,0.4,0.6
277,410,0.3,0.05,0.1,0.25,0.05,0.2,0.25,0.1,0.4,0.7,0.6,0.8,0.8,0.5,0.4,0.6
278,500,0.35,0.05,0.08,0.15,0.02,0.45,0.15,0.1,0.65,0.75,0.6,0.9,0.4,0.7,0.45,0.55
279,225,0.15,0.05,0.02,0.25,0.03,0.35,0.2,0.1,0.65,0.8,0.7,0.9,0.2,0.4,0.5,0.3
280,500,0.3,0.05,0.1,0.15,0.0,0.4,0.15,0.15,0.7,0.8,0.6,0.9,0.7,0.4,0.5,0.8
281,500,0.4,0.1,0.15,0.25,0.05,0.2,0.15,0.1,0.6,0.8,0.7,0.9,0.2,0.7,0.6,0.8
282,500,0.6,0.0,0.0,0.35,0.05,0.25,0.2,0.15,0.8,0.9,0.7,0.6,0.3,0.6,0.8,0.7
283,485,0.7,0.05,0.1,0.15,0.05,0.25,0.2,0.2,0.4,0.6,0.8,0.9,0.6,0.4,0.3,0.7
284,500,0.4,0.2,0.1,0.15,0.05,0.2,0.2,0.1,0.6,0.8,0.7,0.8,0.8,0.4,0.3,0.7
285,500,0.3,0.05,0.1,0.05,0.0,0.15,0.3,0.35,0.4,0.3,0.7,0.8,0.7,0.4,0.2,0.5
286,500,0.4,0.05,0.1,0.25,0.05,0.3,0.15,0.1,0.7,0.8,0.6,0.9,0.6,0.7,0.8,0.7
287,500,0.4,0.05,0.1,0.2,0.1,0.25,0.15,0.15,0.6,0.7,0.3,0.9,0.6,0.8,0.7,0.7
288,500,0.4,0.05,0.1,0.15,0.05,0.2,0.3,0.15,0.6,0.7,0.8,0.9,0.7,0.6,0.4,0.7
289,500,0.2,0.05,0.1,0.15,0.1,0.3,0.2,0.1,0.4,0.3,0.8,0.9,0.4,0.3,0.2,0.3
290,500,0.75,0.05,0.1,0.2,0.05,0.35,0.15,0.1,0.7,0.8,0.6,0.9,0.4,0.8,0.7,0.8
291,500,0.15,0.1,0.05,0.15,0.3,0.1,0.2,0.1,0.4,0.3,0.8,0.9,0.7,0.4,0.2,0.5
292,500,0.4,0.05,0.0,0.1,0.0,0.25,0.35,0.25,0.6,0.3,0.8,0.9,0.7,0.3,0.2,0.6
293,500,0.4,0.05,0.1,0.15,0.05,0.35,0.2,0.1,0.6,0.8,0.7,0.9,0.7,0.6,0.5,0.8
294,500,0.4,0.3,0.2,0.15,0.05,0.15,0.1,0.05,0.6,0.8,0.7,0.9,0.4,0.7,0.6,0.8
295,500,0.3,0.05,0.1,0.25,0.05,0.2,0.2,0.15,0.6,0.4,0.7,0.8,0.8,0.4,0.5,0.7
296,500,0.4,0.05,0.1,0.2,0.05,0.3,0.15,0.15,0.7,0.8,0.6,0.3,0.6,0.4,0.7,0.8
297,500,0.4,0.05,0.15,0.12,0.03,0.25,0.15,0.25,0.8,0.9,0.7,0.9,0.3,0.7,0.8,0.6
298,500,0.4,0.05,0.1,0.2,0.05,0.3,0.15,0.15,0.7,0.8,0.6,0.9,0.4,0.8,0.7,0.8
299,500,0.3,0.05,0.15,0.2,0.1,0.2,0.15,0.15,0.7,0.6,0.4,0.8,0.4,0.7,0.6,0.8
300,500,0.3,0.05,0.1,0.15,0.05,0.25,0.25,0.15,0.6,0.8,0.7,0.9,0.8,0.3,0.4,0.7
301,500,0.4,0.0,0.05,0.25,0.1,0.2,0.3,0.1,0.7,0.8,0.9,0.6,0.4,0.3,0.8,0.7
302,500,0.65,0.1,0.05,0.25,0.05,0.35,0.1,0.1,0.6,0.4,0.7,0.9,0.8,0.7,0.6,0.75
303,500,0.2,0.3,0.15,0.1,0.25,0.05,0.1,0.05,0.6,0.7,0.8,0.9,0.6,0.4,0.3,0.5
304,500,0.65,0.05,0.02,0.15,0.08,0.25,0.25,0.2,0.75,0.8,0.85,0.9,0.6,0.35,0.7,0.85
305,500,0.3,0.05,0.1,0.15,0.05,0.2,0.3,0.15,0.6,0.7,0.8,0.9,0.7,0.4,0.5,0.6
306,500,0.2,0.1,0.2,0.15,0.05,0.2,0.2,0.1,0.4,0.6,0.8,0.7,0.7,0.4,0.3,0.6
307,500,0.7,0.0,0.05,0.25,0.1,0.3,0.2,0.1,0.6,0.8,0.9,0.7,0.4,0.3,0.7,0.8
308,500,0.15,0.3,0.05,0.1,0.15,0.1,0.2,0.1,0.6,0.7,0.8,0.9,0.8,0.3,0.4,0.5
309,500,0.35,0.05,0.15,0.25,0.15,0.2,0.1,0.1,0.65,0.8,0.4,0.9,0.7,0.85,0.8,0.9
310,433,0.3,0.1,0.15,0.25,0.05,0.2,0.15,0.1,0.4,0.5,0.3,0.8,0.7,0.6,0.7,0.8
311,500,0.1,0.05,0.1,0.25,0.15,0.2,0.15,0.1,0.7,0.8,0.6,0.9,0.3,0.7,0.6,0.4
312,500,0.4,0.05,0.02,0.15,0.08,0.2,0.3,0.2,0.7,0.8,0.9,0.9,0.3,0.2,0.8,0.6
313,500,0.3,0.3,0.25,0.05,0.0,0.2,0.1,0.1,0.4,0.7,0.8,0.9,0.6,0.4,0.3,0.5
314,500,0.65,0.1,0.15,0.2,0.05,0.2,0.1,0.2,0.6,0.7,0.4,0.9,0.8,0.6,0.7,0.8
315,500,0.3,0.05,0.02,0.25,0.08,0.35,0.15,0.1,0.7,0.8,0.9,0.6,0.4,0.3,0.8,0.7
316,500,0.3,0.05,0.02,0.15,0.08,0.2,0.3,0.2,0.7,0.8,0.6,0.9,0.4,0.5,0.6,0.7
317,500,0.1,0.2,0.1,0.0,0.1,0.1,0.4,0.1,0.3,0.2,0.8,0.9,0.3,0.4,0.2,0.3
318,500,0.15,0.05,0.02,0.15,0.08,0.25,0.25,0.2,0.7,0.6,0.8,0.9,0.7,0.4,0.5,0.6
319,500,0.65,0.05,0.1,0.15,0.1,0.2,0.25,0.15,0.6,0.7,0.8,0.9,0.7,0.4,0.6,0.8
320,500,0.4,0.1,0.25,0.2,0.05,0.25,0.05,0.1,0.6,0.8,0.4,0.7,0.7,0.8,0.8,0.9
321,500,0.15,0.05,0.02,0.25,0.08,0.35,0.1,0.15,0.75,0.85,0.7,0.9,0.3,0.65,0.7,0.85
322,500,0.3,0.05,0.15,0.2,0.1,0.25,0.15,0.1,0.8,0.7,0.5,0.9,0.6,0.8,0.7,0.8
323,500,0.65,0.05,0.1,0.2,0.05,0.25,0.15,0.2,0.7,0.8,0.6,0.9,0.8,0.4,0.85,0.9
324,500,0.65,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.4,0.7,0.9,0.3,0.6,0.4,0.3,0.5
325,500,0.4,0.15,0.1,0.2,0.05,0.25,0.1,0.15,0.65,0.85,0.45,0.8,0.8,0.6,0.5,0.85
326,500,0.4,0.05,0.1,0.15,0.0,0.45,0.1,0.15,0.6,0.8,0.9,0.7,0.6,0.4,0.3,0.5
327,500,0.15,0.05,0.02,0.08,0.05,0.2,0.3,0.3,0.8,0.7,0.85,0.9,0.7,0.3,0.4,0.8
328,500,0.4,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.7,0.8,0.6,0.9,0.6,0.7,0.8,0.9
329,500,0.6,0.05,0.1,0.25,0.05,0.2,0.15,0.2,0.8,0.9,0.6,0.9,0.7,0.8,0.9,0.95
330,500,0.3,0.05,0.02,0.15,0.08,0.2,0.3,0.2,0.8,0.7,0.6,0.9,0.4,0.7,0.6,0.8
331,500,0.3,0.15,0.1,0.2,0.05,0.25,0.1,0.15,0.6,0.4,0.5,0.8,0.7,0.6,0.5,0.8
332,500,0.2,0.1,0.15,0.05,0.1,0.2,0.3,0.1,0.3,0.4,0.6,0.8,0.7,0.5,0.3,0.4
333,500,0.25,0.27,0.09,0.09,0.14,0.14,0.09,0.18,0.7,0.6,0.8,0.9,0.7,0.4,0.5,0.8
334,500,0.4,0.05,0.1,0.15,0.0,0.45,0.05,0.2,0.7,0.8,0.6,0.9,0.7,0.6,0.8,0.9
335,500,0.2,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.6,0.7,0.8,0.9,0.7,0.3,0.4,0.6
336,500,0.8,0.05,0.1,0.2,0.1,0.3,0.15,0.1,0.7,0.6,0.8,0.9,0.6,0.7,0.8,0.7
337,500,0.6,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.4,0.5,0.3,0.8,0.4,0.7,0.5,0.6
338,500,0.8,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.7,0.8,0.6,0.9,0.7,0.5,0.6,0.8
339,500,0.3,0.05,0.0,0.15,0.1,0.1,0.2,0.4,0.7,0.3,0.6,0.9,0.8,0.4,0.7,0.6
340,500,0.3,0.15,0.25,0.2,0.05,0.2,0.05,0.1,0.4,0.8,0.3,0.7,0.6,0.8,0.7,0.8
341,500,0.45,0.05,0.02,0.15,0.08,0.25,0.3,0.15,0.65,0.8,0.3,0.9,0.25,0.75,0.6,0.7
342,500,0.6,0.1,0.15,0.2,0.05,0.3,0.1,0.1,0.4,0.7,0.3,0.8,0.6,0.8,0.7,0.5
343,500,0.2,0.05,0.1,0.15,0.1,0.2,0.3,0.1,0.4,0.6,0.7,0.8,0.6,0.7,0.5,0.4
344,500,0.65,0.05,0.15,0.2,0.1,0.25,0.15,0.1,0.7,0.8,0.6,0.9,0.4,0.8,0.85,0.75
345,337,0.3,0.05,0.1,0.15,0.05,0.1,0.45,0.1,0.65,0.4,0.8,0.9,0.6,0.4,0.2,0.3
346,500,0.4,0.05,0.1,0.05,0.15,0.1,0.2,0.35,0.7,0.3,0.8,0.9,0.6,0.4,0.3,0.5
347,500,0.3,0.1,0.15,0.25,0.05,0.25,0.1,0.1,0.8,0.9,0.7,0.9,0.2,0.7,0.8,0.9
348,500,0.2,0.05,0.15,0.2,0.05,0.2,0.1,0.25,0.7,0.4,0.3,0.9,0.4,0.8,0.6,0.5
349,500,0.3,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.6,0.3,0.7,0.9,0.7,0.4,0.5,0.8
350,500,0.4,0.05,0.15,0.25,0.05,0.15,0.15,0.2,0.8,0.6,0.3,0.7,0.6,0.8,0.7,0.9
351,500,0.2,0.05,0.1,0.1,0.0,0.15,0.3,0.3,0.7,0.8,0.9,0.9,0.4,0.3,0.6,0.7
352,500,0.15,0.1,0.05,0.2,0.05,0.3,0.2,0.1,0.6,0.7,0.8,0.9,0.7,0.4,0.5,0.8
353,500,0.3,0.05,0.1,0.25,0.05,0.3,0.15,0.1,0.6,0.8,0.7,0.9,0.4,0.7,0.8,0.6
354,500,0.4,0.05,0.05,0.1,0.15,0.2,0.3,0.15,0.7,0.5,0.8,0.9,0.6,0.4,0.7,0.8
355,500,0.4,0.0,0.05,0.25,0.15,0.3,0.1,0.15,0.7,0.6,0.8,0.9,0.3,0.6,0.7,0.5
356,500,0.3,0.15,0.05,0.12,0.0,0.35,0.18,0.15,0.65,0.4,0.8,0.9,0.7,0.4,0.3,0.6
357,500,0.1,0.45,0.25,0.15,0.05,0.05,0.0,0.05,0.7,0.6,0.4,0.8,0.6,0.7,0.5,0.6
358,500,0.3,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.4,0.8,0.5,0.7,0.6,0.7,0.5,0.8
359,500,0.65,0.05,0.08,0.25,0.07,0.28,0.15,0.12,0.75,0.85,0.8,0.4,0.2,0.45,0.7,0.6
360,500,0.15,0.05,0.02,0.1,0.05,0.3,0.28,0.2,0.7,0.8,0.9,0.85,0.2,0.3,0.4,0.6
361,500,0.4,0.05,0.1,0.2,0.05,0.3,0.2,0.1,0.6,0.8,0.7,0.9,0.7,0.5,0.6,0.8
362,500,0.1,0.1,0.05,0.15,0.2,0.1,0.25,0.15,0.6,0.8,0.7,0.9,0.4,0.6,0.2,0.3
363,500,0.4,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.4,0.7,0.6,0.8,0.6,0.4,0.3,0.7
364,500,0.35,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.4,0.8,0.9,0.3,0.6,0.3,0.4,0.5
365,500,0.3,0.3,0.1,0.15,0.05,0.1,0.2,0.1,0.4,0.6,0.8,0.9,0.8,0.4,0.3,0.5
366,500,0.1,0.3,0.15,0.1,0.05,0.1,0.2,0.1,0.7,0.8,0.6,0.9,0.8,0.4,0.5,0.6
367,500,0.3,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.4,0.6,0.8,0.9,0.7,0.4,0.3,0.5
368,500,0.4,0.05,0.1,0.25,0.1,0.15,0.2,0.15,0.6,0.7,0.5,0.8,0.7,0.6,0.7,0.8
369,500,0.4,0.05,0.15,0.25,0.05,0.3,0.1,0.1,0.7,0.8,0.4,0.9,0.8,0.7,0.8,0.9
370,500,0.3,0.1,0.05,0.25,0.1,0.15,0.2,0.15,0.7,0.4,0.6,0.8,0.6,0.7,0.8,0.9
371,500,0.65,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.4,0.8,0.7,0.9,0.3,0.6,0.5,0.7
372,500,0.65,0.1,0.15,0.2,0.05,0.25,0.1,0.15,0.4,0.7,0.6,0.8,0.7,0.6,0.5,0.8
373,500,0.15,0.05,0.08,0.12,0.05,0.25,0.15,0.3,0.65,0.85,0.8,0.9,0.4,0.65,0.55,0.7
374,500,0.2,0.15,0.1,0.25,0.05,0.2,0.1,0.15,0.6,0.7,0.3,0.8,0.4,0.8,0.7,0.6
375,500,0.3,0.05,0.1,0.15,0.1,0.3,0.2,0.1,0.6,0.8,0.7,0.9,0.8,0.4,0.5,0.7
376,500,0.65,0.05,0.02,0.15,0.08,0.35,0.15,0.2,0.85,0.9,0.95,0.9,0.7,0.6,0.75,0.85
377,500,0.6,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.4,0.7,0.8,0.9,0.7,0.5,0.6,0.8
378,500,0.3,0.05,0.02,0.45,0.15,0.15,0.08,0.1,0.8,0.4,0.9,0.9,0.2,0.7,0.6,0.4
379,500,0.65,0.05,0.05,0.15,0.1,0.25,0.2,0.2,0.4,0.3,0.8,0.9,0.7,0.3,0.4,0.5
380,500,0.65,0.05,0.05,0.15,0.1,0.3,0.2,0.15,0.6,0.4,0.7,0.8,0.8,0.4,0.7,0.6
381,500,0.65,0.05,0.1,0.2,0.05,0.25,0.2,0.15,0.6,0.7,0.8,0.9,0.4,0.3,0.5,0.7
382,500,0.1,0.1,0.15,0.05,0.1,0.2,0.2,0.2,0.7,0.6,0.8,0.9,0.3,0.4,0.5,0.7
383,500,0.15,0.2,0.15,0.1,0.05,0.2,0.2,0.1,0.7,0.8,0.6,0.3,0.6,0.4,0.5,0.7
384,500,0.3,0.1,0.15,0.25,0.1,0.15,0.05,0.2,0.4,0.5,0.3,0.8,0.7,0.8,0.6,0.7
385,500,0.15,0.1,0.05,0.25,0.05,0.2,0.15,0.2,0.6,0.7,0.8,0.9,0.7,0.4,0.5,0.6
386,500,0.3,0.05,0.15,0.1,0.05,0.25,0.2,0.2,0.6,0.4,0.7,0.9,0.4,0.6,0.5,0.7
387,500,0.1,0.05,0.1,0.15,0.05,0.15,0.3,0.2,0.7,0.8,0.6,0.9,0.8,0.4,0.3,0.7
388,500,0.4,0.1,0.05,0.2,0.05,0.35,0.15,0.1,0.8,0.9,0.7,0.9,0.3,0.7,0.8,0.9
389,500,0.3,0.05,0.1,0.2,0.05,0.25,0.2,0.15,0.7,0.6,0.4,0.8,0.8,0.7,0.6,0.8
390,378,0.7,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.4,0.3,0.6,0.8,0.6,0.4,0.3,0.5
391,500,0.2,0.1,0.05,0.15,0.1,0.2,0.25,0.15,0.6,0.4,0.7,0.8,0.7,0.4,0.5,0.6
392,500,0.3,0.1,0.05,0.25,0.15,0.2,0.15,0.1,0.6,0.7,0.4,0.8,0.7,0.6,0.5,0.8
393,500,0.65,0.05,0.1,0.15,0.1,0.3,0.15,0.15,0.4,0.3,0.7,0.9,0.6,0.4,0.7,0.8
394,500,0.4,0.3,0.05,0.2,0.15,0.05,0.15,0.1,0.5,0.3,0.6,0.9,0.8,0.6,0.7,0.5
395,500,0.2,0.05,0.0,0.15,0.1,0.3,0.25,0.15,0.6,0.7,0.2,0.9,0.3,0.8,0.4,0.5
396,500,0.15,0.05,0.02,0.08,0.05,0.35,0.2,0.25,0.85,0.9,0.95,0.8,0.2,0.15,0.3,0.9
397,500,0.2,0.3,0.05,0.1,0.15,0.05,0.2,0.15,0.6,0.3,0.8,0.9,0.7,0.3,0.4,0.5
398,500,0.25,0.05,0.0,0.15,0.1,0.2,0.3,0.2,0.7,0.4,0.8,0.9,0.8,0.3,0.5,0.6
399,500,0.3,0.05,0.08,0.25,0.07,0.22,0.18,0.15,0.65,0.8,0.4,0.9,0.7,0.6,0.4,0.5
400,500,0.2,0.05,0.02,0.15,0.08,0.2,0.3,0.2,0.7,0.8,0.9,0.9,0.4,0.3,0.6,0.7
401,500,0.4,0.05,0.1,0.15,0.2,0.2,0.2,0.1,0.4,0.6,0.7,0.9,0.6,0.7,0.4,0.5
402,500,0.2,0.05,0.05,0.15,0.1,0.25,0.25,0.15,0.6,0.4,0.7,0.8,0.7,0.4,0.3,0.6
403,500,0.65,0.05,0.03,0.25,0.07,0.35,0.15,0.1,0.45,0.7,0.35,0.9,0.3,0.75,0.65,0.6
404,500,0.3,0.15,0.2,0.1,0.05,0.2,0.2,0.1,0.4,0.6,0.5,0.8,0.6,0.7,0.4,0.5
405,500,0.4,0.05,0.1,0.2,0.1,0.25,0.15,0.15,0.7,0.8,0.6,0.9,0.8,0.6,0.7,0.9
